N_PROF,N_LEVELS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE
3,75,1224.8,5.332,34.867,-1.5497383333333334,82.228365
3,76,1275.0,5.116,34.862,-1.5497383333333334,82.228365
3,77,1325.3,4.944,34.854,-1.5497383333333334,82.228365
3,78,1374.7,4.691,34.841,-1.5497383333333334,82.228365
3,79,1425.9,4.431,34.833,-1.5497383333333334,82.228365
3,80,1474.7,4.277,34.828,-1.5497383333333334,82.228365
3,81,1524.8,4.096,34.821,-1.5497383333333334,82.228365
3,82,1574.9,3.976,34.815,-1.5497383333333334,82.228365
3,83,1625.1,3.828,34.807,-1.5497383333333334,82.228365
3,84,1676.1,3.603,34.797,-1.5497383333333334,82.228365
3,85,1724.8,3.423,34.792,-1.5497383333333334,82.228365
3,86,1775.2,3.286,34.786,-1.5497383333333334,82.228365
3,87,1825.1,3.101,34.78,-1.5497383333333334,82.228365
3,88,1875.0,3.012,34.778,-1.5497383333333334,82.228365
3,89,1924.8,2.943,34.776,-1.5497383333333334,82.228365
3,90,1965.9,2.854,34.772,-1.5497383333333334,82.228365
3,91,,,,-1.5497383333333334,82.228365
3,92,,,,-1.5497383333333334,82.228365
3,93,,,,-1.5497383333333334,82.228365
4,0,2.5,29.35,34.594,-1.7820283333333333,82.71523166666667
4,1,3.5,29.353,34.594,-1.7820283333333333,82.71523166666667
4,2,4.5,29.355,34.593,-1.7820283333333333,82.71523166666667
4,3,5.5,29.352,34.593,-1.7820283333333333,82.71523166666667
4,4,6.5,29.349,34.594,-1.7820283333333333,82.71523166666667
4,5,7.6,29.341,34.593,-1.7820283333333333,82.71523166666667
4,6,8.5,29.341,34.593,-1.7820283333333333,82.71523166666667
4,7,9.5,29.337,34.594,-1.7820283333333333,82.71523166666667
4,8,10.5,29.336,34.592,-1.7820283333333333,82.71523166666667
4,9,11.5,29.331,34.592,-1.7820283333333333,82.71523166666667
4,10,12.6,29.329,34.591,-1.7820283333333333,82.71523166666667
4,11,13.5,29.305,34.592,-1.7820283333333333,82.71523166666667
4,12,14.5,29.301,34.591,-1.7820283333333333,82.71523166666667
4,13,15.5,29.238,34.583,-1.7820283333333333,82.71523166666667
4,14,16.4,29.188,34.586,-1.7820283333333333,82.71523166666667
4,15,17.4,29.183,34.586,-1.7820283333333333,82.71523166666667
4,16,18.4,29.18,34.586,-1.7820283333333333,82.71523166666667
4,17,19.4,29.179,34.585,-1.7820283333333333,82.71523166666667
4,18,24.9,29.166,34.586,-1.7820283333333333,82.71523166666667
4,19,35.0,29.149,34.588,-1.7820283333333333,82.71523166666667
4,20,45.1,29.129,34.603,-1.7820283333333333,82.71523166666667
4,21,55.1,29.025,34.632,-1.7820283333333333,82.71523166666667
4,22,65.1,28.808,34.69,-1.7820283333333333,82.71523166666667
4,23,74.9,28.676,34.708,-1.7820283333333333,82.71523166666667
4,24,85.1,28.303,34.764,-1.7820283333333333,82.71523166666667
4,25,94.8,27.26,34.881,-1.7820283333333333,82.71523166666667
4,26,105.1,25.581,35.035,-1.7820283333333333,82.71523166666667
4,27,115.2,20.769,35.143,-1.7820283333333333,82.71523166666667
4,28,125.1,18.399,35.146,-1.7820283333333333,82.71523166666667
4,29,134.8,17.057,35.137,-1.7820283333333333,82.71523166666667
4,30,144.9,16.488,35.13,-1.7820283333333333,82.71523166666667
4,31,154.9,15.826,35.125,-1.7820283333333333,82.71523166666667
4,32,165.3,15.358,35.13,-1.7820283333333333,82.71523166666667
4,33,175.0,14.682,35.107,-1.7820283333333333,82.71523166666667
4,34,184.8,14.207,35.086,-1.7820283333333333,82.71523166666667
4,35,194.8,13.594,35.067,-1.7820283333333333,82.71523166666667
4,36,209.6,12.902,35.059,-1.7820283333333333,82.71523166666667
4,37,229.9,12.303,35.038,-1.7820283333333333,82.71523166666667
4,38,249.9,12.036,35.028,-1.7820283333333333,82.71523166666667
4,39,269.8,11.798,35.017,-1.7820283333333333,82.71523166666667
4,40,289.7,11.555,35.005,-1.7820283333333333,82.71523166666667
4,41,309.9,11.282,34.994,-1.7820283333333333,82.71523166666667
4,42,329.9,10.965,34.972,-1.7820283333333333,82.71523166666667
4,43,350.0,10.754,34.96,-1.7820283333333333,82.71523166666667
4,44,370.1,10.645,34.956,-1.7820283333333333,82.71523166666667
4,45,390.2,10.477,34.95,-1.7820283333333333,82.71523166666667
4,46,410.4,10.283,34.937,-1.7820283333333333,82.71523166666667
4,47,430.1,10.118,34.941,-1.7820283333333333,82.71523166666667
4,48,450.2,10.047,34.948,-1.7820283333333333,82.71523166666667
4,49,470.1,9.87,34.944,-1.7820283333333333,82.71523166666667
4,50,490.0,9.738,34.938,-1.7820283333333333,82.71523166666667
4,51,512.1,9.673,34.957,-1.7820283333333333,82.71523166666667
4,52,537.2,9.553,34.967,-1.7820283333333333,82.71523166666667
4,53,562.4,9.193,34.938,-1.7820283333333333,82.71523166666667
4,54,587.4,9.04,34.938,-1.7820283333333333,82.71523166666667
4,55,612.5,8.889,34.945,-1.7820283333333333,82.71523166666667
4,56,637.5,8.782,34.953,-1.7820283333333333,82.71523166666667
4,57,662.6,8.703,34.957,-1.7820283333333333,82.71523166666667
4,58,687.4,8.538,34.959,-1.7820283333333333,82.71523166666667
4,59,712.2,8.411,34.969,-1.7820283333333333,82.71523166666667
4,60,737.4,8.259,34.969,-1.7820283333333333,82.71523166666667
4,61,762.5,8.057,34.969,-1.7820283333333333,82.71523166666667
4,62,787.5,7.913,34.964,-1.7820283333333333,82.71523166666667
4,63,812.7,7.766,34.967,-1.7820283333333333,82.71523166666667
4,64,837.7,7.587,34.968,-1.7820283333333333,82.71523166666667
4,65,862.7,7.325,34.95,-1.7820283333333333,82.71523166666667
4,66,887.3,6.934,34.921,-1.7820283333333333,82.71523166666667
4,67,912.3,6.791,34.914,-1.7820283333333333,82.71523166666667
4,68,937.9,6.595,34.914,-1.7820283333333333,82.71523166666667
4,69,962.3,6.443,34.914,-1.7820283333333333,82.71523166666667
4,70,987.3,6.392,34.914,-1.7820283333333333,82.71523166666667
4,71,1024.8,6.309,34.913,-1.7820283333333333,82.71523166666667
4,72,1075.0,5.993,34.9,-1.7820283333333333,82.71523166666667
4,73,1125.0,5.706,34.884,-1.7820283333333333,82.71523166666667
4,74,1175.7,5.505,34.87,-1.7820283333333333,82.71523166666667
4,75,1224.6,5.273,34.86,-1.7820283333333333,82.71523166666667
4,76,1274.7,5.126,34.861,-1.7820283333333333,82.71523166666667
